LA,ESTAB,URN,PERCTOT,PPERSABS10
341,3961,134471,8.8,30.4
341,3965,135267,6.4,20.7
341,3966,145360,6.7,20.8
341,3967,136686,7.7,24.4
341,4000,137675,14,41.5
341,4001,138787,10.8,34.1
341,4002,139588,11.7,36.8
341,4003,139589,15,45.1
341,4004,139686,4.8,10
341,4009,144493,15.1,39.6
341,4011,148226,16.8,51.5
341,4012,148655,20.3,51.7
341,4013,148792,19,50.1
341,4014,149530,23,62.7
341,4306,138696,11.2,31.9
341,4404,104688,10,26.9
341,4427,104698,8.8,26.4
341,4429,104700,14,40.1
341,4690,104703,7.6,19.6
341,4781,104705,4.7,9.2
341,4782,104706,12,37.6
341,4787,138183,7.8,22.7
341,4790,104712,9,26.9
341,4792,104713,9.6,29.5
341,4793,104714,7.9,25.5
341,4794,104715,10.2,28.1
341,4796,104717,10.9,34.4
341,5200,104682,4.5,5
341,5400,138463,9.5,27.5
341,5402,138850,8.7,22.1
341,5403,104721,6.2,15
341,5404,137916,3.3,3.9
341,5900,136735,8.6,23.2
341,6906,131065,10.5,29.3
341,6907,135174,7.2,19.9
341,6908,136119,14.4,43.7
341,7018,104734,10,19.4
341,7023,104735,14.6,45.5
341,7025,104736,11.1,27.1
341,7039,104739,26.1,57.9
341,7042,104742,22.6,65.7
341,7045,104744,12.1,47.1
341,7051,104748,12.6,38.9
341,7052,104749,9.6,30.9
341,7054,104751,9.8,29
341,7059,130961,14.8,41.4
341,7063,104750,10,32.7
341,7065,133421,9.2,33.3
341,7069,134658,14,40
341,7070,133441,11,29.8
342,2001,104758,5.2,14.1
342,2007,104761,5.4,15.3
342,2008,104762,6.1,22.2
342,2010,104763,9,31.9
342,2012,104764,6.1,16.3
342,2019,104769,6.6,21
342,2020,104770,4.6,9.5
342,2021,104771,6.2,14.4
342,2022,104772,8.4,28.6
342,2051,104773,3.6,3.6
342,2053,104774,5.1,12.2
342,2056,104775,5.8,16.3
342,2058,104776,7.6,22.8
342,2059,104777,5.2,12
342,2061,104778,3.8,6.1
342,2062,104779,3.8,6.6
342,2063,104780,4,7.8
342,2064,104781,4.7,9.4
342,2065,104782,6.5,18.5
342,2066,104783,5.3,13.1
342,2068,104784,7.4,27.2
342,2070,130259,7.1,22.5
342,2071,104802,7.6,23.3
342,2072,132188,6.5,17.1
342,3106,104787,7.3,26.7
342,3109,104788,4,6.1
342,3205,148365,4.2,6
342,3206,104791,7.1,25.6
342,3207,104792,6.8,20.8
342,3208,130382,6.2,17.6
342,3304,145458,5.6,13.5
342,3310,142161,5,10.9
342,3320,104797,6.3,15.9
342,3321,104798,6.2,14.9
342,3324,142154,3.7,4.4
342,3328,104801,3.2,1.4
342,3404,104804,6,21.6
342,3414,104805,7.2,22.5
342,3415,104806,7.4,21.8
342,3420,104807,6.3,18.6
342,3430,104809,4.3,7.1
342,3432,104810,4.8,12
342,3434,104812,5.7,11.9
342,3450,104813,3.9,6.2
342,3451,104814,5.1,12.6
342,3452,104815,5.3,10.6
342,3453,104816,5.6,13
342,3454,104817,5,9.8
342,3455,104818,5.3,16.4
342,3456,104819,3.5,2.9
342,3457,146429,5.9,15.5
342,3501,146120,5.5,11.8
342,3827,104823,5.6,15.3
342,3828,134661,6.3,20.4
342,4000,148522,11.5,36.1
342,4001,149031,9.1,30.3
342,4050,144327,6.2,14.7
342,4101,104829,11,28
342,4104,144326,7.6,20.5
342,4714,104834,8.8,24.6
342,4801,104835,12.3,34.8
342,4803,136421,9.6,26.2
342,6905,136141,10,28.7
342,7005,104843,29.2,65.1
342,7007,131022,9.3,29.5
342,7008,134865,9.6,31.3
342,7009,134888,10.8,29.8
343,2004,146313,5.4,16.9
343,2006,149029,10.1,34.8
343,2008,104853,8.7,35.6
343,2013,104856,8,29.2
343,2023,104859,8,28
343,2030,104860,6.4,18.3
343,2032,146688,5.5,15.7
343,2034,104862,5.4,12
343,2035,104863,4.7,8.8
343,2036,104864,6.5,17.3
343,2038,104865,5.1,13.7
343,2047,104866,6.4,15.6
343,2048,146895,5.7,13.7
343,2050,104868,5.3,14.1
343,2053,104869,5.7,16.5
343,2054,104870,6.8,22.8
343,2056,104871,4.9,11.9
343,2057,104872,4.4,7.7
343,2060,104874,6.5,20.8
343,2063,146187,6.9,25.3
343,2066,104878,8.5,26.2
343,2067,104879,4.9,9.9
343,2075,104881,5.4,12.1
343,2076,104882,4.5,9.8
343,2078,104883,5.2,11.2
343,2080,104884,6.2,13.5
343,2086,104885,8.2,30.4
343,2087,104886,7.2,22.4
343,2088,104887,6.7,21
343,2090,104889,5.5,10.5
343,2091,104890,4.4,11.5
343,2092,104891,7,19.1
343,2093,104892,8.2,29.7
343,3000,104893,6.4,20.5
343,3010,104894,6.6,17
343,3020,145453,4.5,8.6
343,3024,104897,4.7,11.3
343,3025,104898,7.3,22.3
343,3303,104900,7.6,24.9
343,3304,145454,4.6,7.1
343,3305,104902,4.5,10.9
343,3307,104903,4.4,7.7
343,3313,104905,4.9,10.7
343,3316,104906,4.7,8.2
343,3336,104915,5.6,16.9
343,3337,104916,6.2,16.8
343,3339,104918,4.2,8.4
343,3341,145096,3.3,3.8
343,3342,104920,5.6,14.9
343,3343,104921,4.7,7.8
343,3345,104922,3,5.5
343,3351,104925,5.7,16.6
343,3353,104926,4.9,10.7
343,3354,104927,5.5,13.6
343,3355,104928,6.7,16
343,3357,104929,8.8,29.2
343,3359,104930,4.8,10.7
343,3361,104931,6,18.3
343,3362,104932,6.7,24.6
343,3364,104934,7.4,24.2
343,3366,104935,9.4,34.9
343,3367,104936,4.6,5.5
343,3368,104937,4.5,11.5
343,3369,104938,4.9,11.3
343,3374,104940,6.3,19.1
343,3375,104941,5.2,11.5
343,3376,104942,8.2,24.5
343,3378,134343,6,19.9
343,3379,134785,10.6,33.7
343,3380,134988,4.2,7
343,3382,135085,6.3,14.8
343,3383,132198,6.6,19.5
343,3384,132208,6.9,21.2
343,3385,134371,6.1,15
343,4000,138260,11.3,36.4
343,4001,141338,12.7,40.7
343,4002,141693,12.3,35.6
343,4004,141694,10.4,36.3
343,4005,144618,10.4,33.3
343,4009,149047,13.2,39
343,4010,149486,12.8,37.1
343,4100,137533,10.2,29.7
343,4101,137436,9.8,28.7
343,4105,137514,6.4,16.9
343,4106,137612,10.5,28.4
343,4108,137297,8,24.4
343,4109,137604,9.4,25.3
343,4110,104956,9.8,29.5
343,4113,137520,12.6,41.2
343,4621,104960,9.8,30.2
343,4624,104962,9.1,25.2
343,4800,104964,9,26.9
343,7004,104977,12,34
343,7006,104979,13,31.6
343,7009,104980,10.4,33.5
343,7011,104982,27.9,58.6
343,7013,104983,11,32.2
343,7014,133748,22.2,45.3
344,2000,104988,7.5,25.1
344,2001,131281,7,22.7
344,2003,144632,7.8,32.3
344,2004,146088,5.2,15.2
344,2005,146740,5.3,11.5
344,2021,104990,9.2,37.7
344,2048,104991,6.5,17.1
344,2100,104992,6.6,19.7
344,2101,104993,4.9,11.3
344,2102,104994,5.9,15.8
344,2104,104995,4.8,10.8
344,2107,104996,6,18.7
344,2108,104997,10,37.8
344,2110,104999,8,26.3
344,2111,105000,8.2,29
344,2112,105001,6.6,20.2
344,2115,105002,8.8,24.3
344,2116,105003,7.5,28.9
344,2117,105004,4.5,7.6
344,2118,105005,7.3,22
344,2200,143504,5.8,16
344,2203,105009,5,11.8
344,2204,143391,4.8,11.3
344,2205,105011,9.1,30.5
344,2210,148292,4.8,11.1
344,2212,105015,4.2,9.5
344,2214,105017,5.1,12.4
344,2215,105018,4.5,7.1
344,2217,105020,4.7,9.5
344,2218,105021,4.4,3.8
344,2220,105022,4.7,8.1
344,2221,105023,4.7,7.7
344,2224,105025,3.7,4.2
344,2225,149538,3.8,3.6
344,2226,105027,4.9,11.2
344,2227,105028,4.2,6.4
344,2229,105030,3.9,5.3
344,2231,143503,3.3,2.2
344,2232,105032,6.3,18.9
344,2234,143501,4.8,6.8
344,2238,149493,3.8,3.2
344,2244,143502,6,15.2
344,2250,105038,5.3,11.2
344,2252,105039,10,37.2
344,2254,105041,7.3,25.4
344,2255,105042,7.4,24.1
344,2256,105043,6.8,16.8
344,2258,105045,9.2,30.4
344,2260,105047,7.7,20.9
344,2261,105048,10.1,34.2
344,2263,105050,10.2,38.5
344,2264,105051,4.7,11.8
344,2266,143505,5.5,12.5
344,2268,105055,10.3,33.3
344,2270,105056,5.7,15.4
344,2274,130324,5.3,13.1
344,2275,105060,6,17.4
344,2278,140931,5.1,12.2
344,2279,131587,7,19.7
344,3009,105062,4.2,7
344,3010,105063,5.4,13.1
344,3011,105064,8.4,29.3
344,3300,105066,4.4,8.7
344,3304,105067,6.4,18.8
344,3321,105068,5.7,16.5
344,3322,105069,9.7,31.7
344,3324,105070,9,33.3
344,3330,105071,6,14
344,3331,105072,7.5,21.1
344,3333,105073,8.7,29.8
344,3335,105074,5.7,15.4
344,3337,146530,5.9,15
344,3350,105077,4.2,9.9
344,3351,105078,4.1,4
344,3352,105079,5.6,12.5
344,3360,105080,5.4,13.3
344,3361,105081,4.5,10.8
344,3362,105082,4.7,14.2
344,3363,136124,5.8,12.9
344,3364,140458,3.9,4.7
344,3365,105084,4.3,5.5
344,3366,105085,7.2,22.3
344,3367,105086,7.8,26.7
344,3368,105087,8.6,34.7
344,3369,105088,8.4,31.5
344,3371,105090,7.2,22.9
344,3372,105091,8.9,29.1
344,3374,103598,6.1,15.1
344,3375,136056,9.1,38.2
344,3376,135497,4.3,8.5
344,4001,143554,14.5,40
344,4003,146315,10.4,34.7
344,4010,137130,14.2,42.2
344,4012,138853,9,25.3
344,4018,105097,10.7,37
344,4052,137171,5.5,12.4
344,4056,137243,5.4,13.4
344,4058,105101,8.1,18.8
344,4060,138355,10.7,32.1
344,4066,105103,12.5,36
344,4067,136895,15,45.5
344,4069,137815,11.7,34.3
344,4071,105107,9.9,29.6
344,4605,139031,13.1,35.9
344,4798,136411,13.5,41.5
344,5400,139144,6.3,13.5
344,5401,137476,5.1,11
344,5900,136780,7,18.3
344,5901,137929,5.4,10.7
344,6905,135877,6.9,18
344,7000,105128,8.9,30.5
344,7001,105129,10.8,32.3
344,7003,105130,17.2,53.7
344,7004,105131,10,23.3
344,7005,105132,10.9,38.3
344,7007,105133,15,35.1
344,7010,105134,11,42.9
344,7015,105137,15.9,51.2
344,7017,105138,8.2,24.4
344,7020,105140,4.4,8.5
344,7215,127715,32,72.9
350,2000,105148,5.3,15.8
350,2001,138399,5.5,15.8
350,2002,139776,5.7,13.7
350,2003,140973,4.8,11.1
350,2004,105149,6.4,19.1
350,2005,105150,8.4,31.3
350,2007,142030,6.7,23.1
350,2008,105152,6.6,21.3
350,2009,142898,4.3,10.2
350,2010,105153,4.8,9.3
350,2013,105154,4.7,10.4
350,2014,105155,5.6,19.8
350,2015,145854,7.1,23.6
350,2016,105156,5.3,12.9
350,2017,105157,6.2,20.2
350,2018,136395,4.8,11.3
350,2019,105159,4.3,5.5
350,2020,105160,5.8,10.7
350,2021,146535,8.6,29.9
350,2022,105161,4.5,9.8
350,2024,105162,5.9,16.2
350,2025,105163,5.3,16
350,2026,147631,7.2,24.4
350,2035,105168,6.5,19.9
350,2036,105169,6.6,18.6
350,2038,105171,5.5,15.2
350,2039,105172,5.4,13.2
350,2040,105173,4.8,10
350,2041,105174,4.2,4.9
350,2042,105175,4.9,11.5
350,2043,105176,3.9,4.6
350,2050,138011,4.5,11.9
350,2051,148095,5.7,18.8
350,2056,105182,6.8,22.5
350,2060,141915,5.5,14.3
350,2061,105186,5.1,15.4
350,2062,105187,8,29.5
350,2064,138152,4.7,10.4
350,2065,105189,4.3,7.5
350,2066,105190,5.1,10.6
350,2067,105191,3.4,3.6
350,2068,105192,4.3,5.5
350,2071,143031,5.2,11.4
350,2072,137991,5.6,14.9
350,2073,105195,4.7,7.4
350,2075,105196,4.6,9.8
350,2078,105198,6.7,22.8
350,2079,105199,8,27.9
350,2081,143030,6,18.2
350,2083,105202,5.4,11.6
350,2084,133925,7.3,23.3
350,2085,133926,4.8,9.7
350,2086,144045,3.9,7.1
350,3000,105203,7.5,23.3
350,3007,105205,7.5,21.8
350,3009,138851,5.3,13
350,3016,142944,7.8,27.4
350,3021,105209,5.1,13.6
350,3023,105211,7.3,12.5
350,3025,138957,6.7,21.3
350,3302,105214,6.5,20.4
350,3304,142923,7,23.7
350,3306,105217,5.5,15.6
350,3314,105218,6.7,20.8
350,3315,105219,6.4,19.3
350,3316,105220,5.6,14.3
350,3317,105221,4.5,10.1
350,3319,105222,6.8,23.4
350,3320,105223,6.1,18.6
350,3328,105225,4.7,10
350,3331,105226,5.2,9.9
350,3335,145751,3.8,5.7
350,3336,105229,7.1,24.9
350,3337,105230,5.3,13.9
350,3340,146141,4.2,6.1
350,3341,105232,4.4,7.2
350,3344,105233,4.8,9.5
350,3345,105234,4,3.8
350,3348,105236,4,4.3
350,3349,105237,4.3,7.1
350,3351,105238,6.4,21.2
350,3352,105239,4.5,9.1
350,3354,105240,6.3,19.6
350,3355,105241,6.1,22
350,3356,105242,5.1,12.7
350,3359,105243,4.6,8.2
350,3362,105245,5.2,14.4
350,3363,105246,4.1,6.1
350,3364,105247,6.8,20.5
350,3365,105248,4.1,7.1
350,3366,105249,5.6,13.1
350,3367,105250,3.1,3.7
350,3368,136889,7.1,23.3
350,3369,131038,4.6,8.5
350,3370,133980,4.3,8.2
350,3371,134237,5.9,15.2
350,3373,131271,8.4,28.9
350,4000,140959,4.8,14.1
350,4002,141941,10.4,34.3
350,4003,145314,9.1,25.1
350,4004,147077,6.5,19.5
350,4031,105252,10.3,29.3
350,4034,105253,6.8,18.7
350,4044,142296,10.3,32.1
350,4046,143772,11.2,33.1
350,4048,142232,6.7,16.2
350,4049,140500,10,31.5
350,4501,143773,8.5,24.8
350,4609,105262,8.4,25.4
350,4611,105263,10.5,36.1
350,4612,105264,9,27.5
350,4805,134646,7.9,24.4
350,4806,142340,6.1,16.4
350,5400,144046,5.8,14.5
350,5401,144044,5.9,13.1
350,6905,135770,5.4,14.5
350,6907,136135,9.6,30.3
350,7000,146406,7.2,22
350,7002,105276,7.7,26.3
350,7003,105277,12.1,38.3
350,7004,146410,12.5,42.1
350,7006,142766,35.3,73.6
350,7007,105280,8.6,26.3
350,7008,105281,10.1,39.2
351,2001,139999,6.9,22.9
351,2002,141167,7.5,23.2
351,2003,141673,5.5,11.4
351,2006,105287,5.8,15.6
351,2008,145560,7.1,23.4
351,2009,144593,4.9,11.1
351,2010,146308,8,26.7
351,2011,147159,5.9,18.2
351,2012,148096,5.5,14
351,2013,105291,3.4,2.6
351,2014,105292,6.5,18.4
351,2015,105293,6.1,16.2
351,2016,147227,5.9,11.8
351,2017,148325,4.8,17.4
351,2018,149679,5.7,18.1
351,2019,105294,4.6,9
351,2020,105295,4.2,5.7
351,2025,105296,4.1,4.4
351,2027,105297,6.5,19.9
351,2029,105299,8.7,27.2
351,2030,105300,6.6,20.1
351,2032,105301,3.3,4.4
351,2033,144575,4.2,9.3
351,2035,147551,4.8,9.6
351,2036,105305,5.1,13.9
351,2037,105306,5.8,13.8
351,2038,105307,6.5,18.7
351,2039,105308,6.6,19.1
351,2041,105310,5.8,17
351,2042,105311,4.3,7.4
351,2045,105313,6.4,19.7
351,2046,105314,4.5,7.1
351,2047,144572,7.2,21.4
351,2048,149050,5.8,9.2
351,2050,146932,5.1,14.5
351,3006,105321,7,19.5
351,3009,146156,6,17.6
351,3015,105323,5.5,12.7
351,3016,105324,5.7,13.9
351,3017,105325,4.6,8.6
351,3018,105326,4,8.3
351,3022,146996,6,17.1
351,3303,105332,7,20.9
351,3320,105334,5.1,9.3
351,3324,105335,4.4,7.1
351,3326,105336,4.9,13.4
351,3328,105337,5,15.2
351,3330,105338,4.2,2.4
351,3332,105340,3.8,5.6
351,3333,144408,4,5.7
351,3334,105342,3.7,4.4
351,3335,105343,5,8.4
351,3336,105344,4.5,9.4
351,3337,105345,4.6,6.8
351,3341,105347,4.4,11.1
351,3343,105348,7.2,24.6
351,3346,105350,4.3,9
351,3348,105351,5.3,12.2
351,3349,105352,8,25.6
351,3350,105353,6.8,22.7
351,3351,130327,6,17.8
351,3352,133929,7.5,24.4
351,3353,133944,7,21
351,4000,143848,8.3,24.7
351,4001,146970,9.5,29.5
351,4002,147883,12.6,39.6
351,4003,148049,9,26
351,4004,105354,7.7,23.1
351,4005,134195,9.3,31.7
351,4006,148050,7.8,22.9
351,4007,105355,8.2,26.4
351,4020,146529,12.2,40.9
351,4022,105358,9.8,30.5
351,4025,105360,7.8,22.3
351,4026,148097,7.6,18.6
351,4603,148866,7.9,23.1
351,5200,148867,8.9,26
351,5201,136661,4.9,7.7
351,7009,105376,51.1,95.7
351,7010,105377,10.6,39
351,7011,146891,10.4,31.6
352,2001,105387,6.8,21.4
352,2002,145439,8.1,27.7
352,2004,142343,4.6,9.8
352,2005,137689,5.7,18.1
352,2006,105389,5.4,14.7
352,2007,137866,7,23.1
352,2008,131931,5.6,16.7
352,2009,139438,5.7,14.6
352,2010,133770,6.4,19.7
352,2012,138784,9.6,37.1
352,2013,144913,7.6,26.8
352,2014,140052,6.2,15.7
352,2015,138785,6.6,19.5
352,2016,139056,4.1,9.1
352,2017,140314,4.7,11.7
352,2018,139078,5.6,13.8
352,2019,139263,9.5,34
352,2020,139404,7.7,29.4
352,2022,139598,6.1,19.4
352,2023,139790,7.1,18.8
352,2024,140482,5.9,16.9
352,2025,140661,8.6,29.4
352,2036,140692,5.8,15.6
352,2037,141689,7,24.2
352,2038,141966,7.5,31.1
352,2039,105397,8.4,29
352,2040,138653,6.8,21.3
352,2042,141967,5,13.7
352,2043,142936,6,17.9
352,2044,143763,10.2,31.9
352,2047,148326,5.6,15.8
352,2048,105401,5.4,15.3
352,2049,149671,6.3,18.2
352,2057,105403,4.8,9.6
352,2058,105404,8.2,27.4
352,2060,105405,7.5,23.5
352,2068,105408,5.8,16.3
352,2073,140709,6.2,17.1
352,2075,105412,7.3,23.4
352,2076,105413,6.6,20.9
352,2079,144131,4.7,9.6
352,2113,140130,6,19.5
352,2129,105422,5.8,18
352,2141,140137,6.4,20.7
352,2142,105424,6.2,23
352,2161,105426,7.5,23.9
352,2164,105427,7.7,25.3
352,2165,105428,6,16.3
352,2182,142437,7.3,22.2
352,2184,105432,6.3,17.5
352,2186,105434,5.6,13.4
352,2216,105443,7.3,22.3
352,2232,105448,6.9,20.8
352,2234,105449,5.8,15.8
352,2247,146227,7.9,24.6
352,2249,105452,6.9,21
352,2278,105459,5.2,17.9
352,2288,105461,6.2,16.1
352,2296,105465,6.5,17.8
352,2298,105467,8.2,23.2
352,2300,105468,10,34
352,2301,105469,7.5,22.9
352,2302,105470,6.1,16.7
352,2303,105471,5,16.8
352,2305,105472,6.6,21.7
352,2321,105480,7.8,28.3
352,2323,139445,6.3,21.3
352,2324,105483,6.7,21.1
352,2325,144128,6.2,11.7
352,2326,105485,6.8,20.1
352,2327,105486,6.2,21
352,2328,130380,8.2,28.7
352,2329,142501,5.8,18
352,2330,131030,5.1,13.1
352,2332,145622,8,24.4
352,2338,142360,5.6,12.8
352,2340,131938,7.4,25.5
352,2341,132241,7.2,22.9
352,3003,105487,3.1,4.4
352,3005,105488,6.8,21.1
352,3011,105490,5.7,15.7
352,3015,105491,6.9,23.8
352,3022,105493,8.4,31.9
352,3028,105495,4.4,7.7
352,3034,105496,6.8,22.8
352,3039,105498,5.2,13.3
352,3040,137601,5.6,15.5
352,3041,105500,8.4,30.4
352,3042,105501,5.4,21
352,3043,105502,6.3,17.3
352,3044,105503,7,19.9
352,3045,105504,6.7,23.2
352,3301,105505,9.5,32.5
352,3305,142265,3.7,6.8
352,3310,105507,8.5,29.6
352,3316,105508,5.6,14.8
352,3325,105509,2.7,3.6
352,3402,105514,5.3,14
352,3408,105516,4.5,7.7
352,3415,105519,8.5,23.6
352,3418,105520,7.7,29.9
352,3422,105521,6.9,22.4
352,3424,139458,6.6,18.4
352,3429,105523,5.6,16.7
352,3432,105524,4.7,8.8
352,3439,105526,4.7,9.9
352,3440,105527,4.8,12
352,3445,105529,4.4,11.7
352,3446,105530,4.9,7.7
352,3448,139467,4.5,9.3
352,3452,105532,4.6,13.4
352,3455,105533,4.3,9.7
352,3457,105534,6.1,18.2
352,3460,105535,7,24.2
352,3464,105536,4.5,7.7
352,3465,105537,6.7,19
352,3469,105539,4.6,7.4
352,3472,105540,5,13
352,3473,105541,8.9,30.3
352,3474,140758,6.4,15.7
352,3475,105543,6.4,17.9
352,3482,105544,5.5,15
352,3484,105545,4.5,12.8
352,3489,105546,3.5,5.1
352,3490,105547,6.8,15.2
352,3491,105548,6.3,17.1
352,3494,105550,6,19.4
352,3500,105553,7,19.8
352,3501,105554,5.4,16
352,3503,148738,4.5,11.7
352,3504,131884,5.6,17.7
352,3505,134479,4.4,9.7
352,3506,135279,7.2,22.2
352,3507,135648,5.9,18
352,3508,139497,4.7,9.6
352,4002,138097,8.4,23.2
352,4005,141196,5.8,13
352,4007,141884,6.6,17.8
352,4008,142762,9.6,28.3
352,4009,143729,6.8,20
352,4010,144494,9.6,27.7
352,4011,144744,5.6,13.9
352,4012,144745,4.9,9.2
352,4013,144755,9.1,26.8
352,4014,145873,9.5,28.3
352,4015,148389,11.7,32.9
352,4016,148544,9,27.9
352,4017,148965,14.9,43.3
352,4248,143260,9.7,28.3
352,4256,140703,8.1,27.3
352,4257,141264,7.5,21.6
352,4271,105560,10.4,35.3
352,4276,146239,5.7,12.9
352,4281,139148,8.6,23.9
352,4753,105574,9.5,29.9
352,4761,105576,4.7,10.7
352,4765,137801,4.4,10.1
352,4766,139456,9.8,29.4
352,4768,105581,10.3,28.2
352,4770,131880,5.6,13.3
352,4810,137309,11.3,41
352,5200,149453,6.9,18.6
352,6905,134224,10.1,32.4
352,6907,135296,6.8,21.5
352,6908,135874,11.3,34.1
352,6913,136105,10.4,27
352,6914,136174,10.4,28.1
352,7000,142893,8.5,25.7
352,7001,145845,9.2,29.4
352,7002,147885,7,23.1
352,7023,105606,10.3,37.2
352,7029,105608,19.1,59.1
352,7039,141805,9.9,33.3
352,7041,105613,11.1,48.1
352,7042,105614,34.2,74.5
352,7043,138532,10.4,33.6
352,7047,105616,12.9,47.8
352,7056,105623,32.3,73.2
352,7061,132905,13,36.4
352,7749,127802,11,42
353,1101,140388,12.4,39.5
353,2000,105626,6.8,25.1
353,2002,105627,7,19.3
353,2003,136825,6.5,18.5
353,2007,139651,9.1,35.5
353,2008,142425,7.9,28.4
353,2009,139704,6.7,21.6
353,2010,145537,6.9,24.4
353,2013,141333,7.5,29.7
353,2014,141401,4.8,13.3
353,2016,142412,7.8,27.9
353,2017,137479,6.6,19.8
353,2018,142471,8.6,30.3
353,2020,144025,6.9,21.3
353,2022,140100,5.9,18.1
353,2023,144507,6.1,17.3
353,2024,146670,6.4,18.8
353,2025,146767,8.6,30.7
353,2026,147453,7.7,29.6
353,2033,105638,6.8,23.2
353,2034,142550,6.5,23.8
353,2044,148848,7.7,28.1
353,2047,105645,8,31.5
353,2052,105648,5.4,13.8
353,2054,105649,6.8,20.3
353,2058,105652,6.3,17.9
353,2062,105656,5.5,12.2
353,2064,105658,4.8,10.8
353,2065,105659,5.2,12.7
353,2069,146813,4.5,6.6
353,2071,105663,5.3,12.6
353,2075,105665,4.5,10.2
353,2076,105666,3.1,1.1
353,2077,105667,5.2,11
353,2078,105668,6.6,23.5
353,2079,105669,4,8
353,2080,105670,6,19.1
353,2085,105671,3.5,4.5
353,2091,147368,5.9,14.5
353,2093,146811,5.2,14.5
353,2095,105676,6.6,21.8
353,2097,140579,8.2,31.8
353,2098,105679,7.9,25.4
353,2099,105680,6.4,20.2
353,2109,105686,6.7,25.7
353,2110,133286,3.8,6.1
353,2113,133712,7.3,26
353,3005,105688,5,14.7
353,3007,144000,3.4,5.6
353,3008,140589,4.2,9
353,3009,105691,4.2,6.4
353,3010,105692,4.4,7.7
353,3011,105693,5.1,11.6
353,3012,105694,6,20.1
353,3303,105695,5.4,14.8
353,3315,105698,7.7,26.2
353,3325,105699,9,33.7
353,3326,105700,5.7,22
353,3328,105701,5.9,19.4
353,3329,105702,6.5,22.9
353,3330,105703,5.4,11.8
353,3333,105705,7.1,25
353,3341,105707,4.7,11.4
353,3342,105708,7.2,25.6
353,3344,105709,5.2,14.5
353,3345,105710,4.6,8.8
353,3346,105711,4.3,6.6
353,3351,105714,5.4,17.9
353,3353,105715,4.5,9.1
353,3355,142271,5.9,14.2
353,3358,105718,5,10.8
353,3359,105719,4.3,6.7
353,3362,105720,5.5,15.4
353,3363,105721,6.3,18.2
353,3364,105722,5.6,12.8
353,3366,105723,4.1,6.8
353,3393,135720,8.1,26.5
353,3400,149454,7,17.4
353,3401,105725,5.3,12.4
353,3402,105726,7.5,29.2
353,3403,105727,5.8,13.7
353,3503,131848,5.7,20.3
353,3504,134784,5.9,18.5
353,3506,135258,6.8,18.8
353,3507,135341,5.6,14.5
353,3508,140597,8.5,33.2
353,3509,136223,6.1,19
353,4004,144508,14.8,47.3
353,4006,144627,9.5,31.2
353,4008,145723,9.3,30.4
353,4010,146316,12.6,39.1
353,4011,137039,8.7,30.5
353,4012,149137,4.2,7.4
353,4026,105736,10.3,28.3
353,4027,141248,8.8,25.2
353,4028,105738,9.2,31.5
353,4600,137133,5.1,10.5
353,4605,137294,6.7,17
353,4608,136432,9.4,28.8
353,6905,136027,9.5,28.2
353,6906,136115,8.9,29.9
353,7002,143762,15.2,54.2
353,7003,145922,41.9,77.3
353,7012,143472,19.4,52.3
353,7013,143304,14.1,44.4
353,7014,138697,15,44.9
354,2000,105764,8.5,33.1
354,2001,134220,7.5,27
354,2002,105765,7.5,25.4
354,2003,105766,7.1,22.6
354,2005,141365,6.8,22.5
354,2006,105768,7.1,23.5
354,2007,141400,6.4,18.8
354,2009,105770,5.6,13.3
354,2010,144982,8.9,33.3
354,2013,147941,5.2,13.4
354,2014,148436,7.4,25.6
354,2015,105773,7.7,28.7
354,2018,105774,5.8,14.6
354,2021,105776,6.6,20.3
354,2024,105777,8.5,30.8
354,2025,105778,6.6,17.5
354,2027,105779,4.6,8.2
354,2028,105780,7.6,28.8
354,2029,105781,4.6,9.6
354,2032,105783,6.6,20.6
354,2036,105785,5,12.2
354,2039,105786,5.5,15.2
354,2041,105787,7.1,22.4
354,2044,105789,6.2,18
354,2047,105791,5.8,17.1
354,2048,105792,6.3,17.9
354,2061,105796,8.5,28
354,2062,105797,5.1,12.5
354,2063,105798,4.1,7.7
354,2064,105799,5.4,14.1
354,2065,105800,5.9,17
354,3002,105802,6.2,18.5
354,3003,105803,6.1,16.3
354,3004,105804,6.3,17.9
354,3006,105805,5.2,12.2
354,3007,105806,4.3,5.6
354,3009,144690,5.6,14.8
354,3011,105808,7.4,25.8
354,3013,105810,5.4,8.9
354,3014,105811,4.1,10.3
354,3016,105812,6.1,19.5
354,3305,105813,4.9,9.4
354,3306,105814,7.3,17.6
354,3307,105815,5.6,15.9
354,3310,105816,6.1,18.9
354,3311,105817,4.7,11.4
354,3312,105818,6.6,21
354,3319,105820,5.6,15.4
354,3321,105821,6.6,22.9
354,3322,105822,4.2,7
354,3323,105823,4.3,5
354,3325,105824,4.9,9.9
354,3500,105825,3.9,6.9
354,3501,105826,6.3,21.5
354,3503,144934,5.9,12
354,3505,105828,5.9,15.3
354,3506,105829,7.6,24.7
354,3507,105830,4.9,15.5
354,3508,105831,5.6,12.8
354,3510,105833,5.8,15.5
354,3511,134966,7.9,27.4
354,3512,135017,7,20.8
354,3513,133446,5.4,14.5
354,4003,147875,8.8,28.5
354,4004,148596,9.3,31.5
354,4005,148847,12.3,39.6
354,4086,105837,10.5,33.7
354,4088,147369,9.5,30.2
354,4091,143319,10,27.9
